uri,type,dc.id,collection,notation,prefLabel,altLabel,broader,broaderTransitive,broadMatch,changeNote,closeMatch,definition,editorialNote,exactMatch,example,hiddenLabel,historyNote,inScheme,mappingRelation,note,related,relatedMatch,scopeNote,semanticRelation,topConceptOf
ct:D02,skos:Concept,D02,colt:quartaireeenheid,,Grindrijk facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:D03,skos:Concept,D03,colt:quartaireeenheid,,Silteus tot kleiig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:D04,skos:Concept,D04,colt:quartaireeenheid,,Niet gedifferentieerd - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E01,skos:Concept,E01,colt:quartaireeenheid,,Klei en/of zand over de gehele sequentie en bedekt met eolische afzettingen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E02,skos:Concept,E02,colt:quartaireeenheid,,Klei en/of zand over de gehele sequentie en bedekt met een veenlaag direct onder de eolische afzettingen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E03,skos:Concept,E03,colt:quartaireeenheid,,Zand - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E04,skos:Concept,E04,colt:quartaireeenheid,,Zandig facies - Laat-Pleniglaciaal (Weichselien) en/of Vroeg-Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E05,skos:Concept,E05,colt:quartaireeenheid,,Silteus facies - Laat-Pleniglaciaal (Weichselien) en/of Vroeg-Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E06,skos:Concept,E06,colt:quartaireeenheid,,Zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E07,skos:Concept,E07,colt:quartaireeenheid,,Zand tot zandleem met mogelijks in het basisgedeelte een alternatie van fijnere en grovere laagjes - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E08,skos:Concept,E08,colt:quartaireeenheid,,Silt (loess) - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E09,skos:Concept,E09,colt:quartaireeenheid,,"Homogeen silt gevolgd door silt met intercalaties van kleiige, venige en/of zandige laagjes - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E10,skos:Concept,E10,colt:quartaireeenheid,,Lichte zandleem tot silt - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E11,skos:Concept,E11,colt:quartaireeenheid,,Zandig facies - Saalien en/of Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:E12,skos:Concept,E12,colt:quartaireeenheid,,Homogene silt en silt met intercalaties van kleiige en zandige laagjes - Saalien en/of Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES01,skos:Concept,ES01,colt:quartaireeenheid,,Niet gedifferentieerd facies (zandig tot kleiig) - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES02,skos:Concept,ES02,colt:quartaireeenheid,,Dominant zandige facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES03,skos:Concept,ES03,colt:quartaireeenheid,,Dominant kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES04,skos:Concept,ES04,colt:quartaireeenheid,,"Dominant zandig facies, mogelijks schelprijk - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES05,skos:Concept,ES05,colt:quartaireeenheid,,Zandig/ kleiig – silteus complex - Eemien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES06,skos:Concept,ES06,colt:quartaireeenheid,,"Niet gedifferentieerd facies, mogelijks veen - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES07,skos:Concept,ES07,colt:quartaireeenheid,,Zandig/kleiig complex - Midden-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES08,skos:Concept,ES08,colt:quartaireeenheid,,"Kleiig/zandig complex - Vroeg-Pleistoceen  - Tertiair (1,2)",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES09,skos:Concept,ES09,colt:quartaireeenheid,,Kleiig/zandig complex (Lid van Turnhout) - Vroeg- Pleistoceen – Tertiair (1),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES10,skos:Concept,ES10,colt:quartaireeenheid,,Kleiig/zandig complex (Lid van Rijkevorsel) - Vroeg-Pleistoceen – Tertiair (1),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES11,skos:Concept,ES11,colt:quartaireeenheid,,Dominant zandig complex - Vroeg-Pleistoceen –Tertiair (2),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES12,skos:Concept,ES12,colt:quartaireeenheid,,Zandig complex - Vroeg-Pleistoceen –Tertiair (2),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES13,skos:Concept,ES13,colt:quartaireeenheid,,Zandig complex - Plio-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F01,skos:Concept,F01,colt:quartaireeenheid,,"Zandige facies, mogelijks vegetatieresten - Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F02,skos:Concept,F02,colt:quartaireeenheid,,Zandig facies op kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F03,skos:Concept,F03,colt:quartaireeenheid,,Kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F04,skos:Concept,F04,colt:quartaireeenheid,,Kleiig facies op zandig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F05,skos:Concept,F05,colt:quartaireeenheid,,"Kleiig tot grindrijk facies (Maas en Rijn, Leut) - Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F06,skos:Concept,F06,colt:quartaireeenheid,,Zandig facies - Tardiglaciaal tot Vroeg-Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F07,skos:Concept,F07,colt:quartaireeenheid,,Lemig zandfacies tot kleiig facies - Tardiglaciaal tot  Vroeg-Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F08,skos:Concept,F08,colt:quartaireeenheid,,Dominant zandig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F09,skos:Concept,F09,colt:quartaireeenheid,,Grind tot grindrijk zandig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F10,skos:Concept,F10,colt:quartaireeenheid,,"Silteus tot kleiig facies, veen en kalktuf mogelijks aanwezig - Tardiglaciaal en/of Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F11,skos:Concept,F11,colt:quartaireeenheid,,"Niet gedifferentieerd facies, veen en kalktuf mogelijks aanwezig - Tardiglaciaal en/of Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F12,skos:Concept,F12,colt:quartaireeenheid,,"Dominant grind, zand (Maas en Rijn, Geistingen) - Laat-Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F13,skos:Concept,F13,colt:quartaireeenheid,,Dominant zandig facies op dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F14,skos:Concept,F14,colt:quartaireeenheid,,"Grind facies (Maas en Rijn, Mechelen a/d Maas) - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F15,skos:Concept,F15,colt:quartaireeenheid,,Dominant zandig facies op dominant silteus facies op dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F16,skos:Concept,F16,colt:quartaireeenheid,,Dominant zandig facies op dominant silteus facies op dominant zandig facies op dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F17,skos:Concept,F17,colt:quartaireeenheid,,Dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F18,skos:Concept,F18,colt:quartaireeenheid,,"Fining-up cyclus (cycli), mogelijks met veen - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F19,skos:Concept,F19,colt:quartaireeenheid,,Niet gedifferentieerd fijn klastisch facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F20,skos:Concept,F20,colt:quartaireeenheid,,Dominant silteus facies op dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F21,skos:Concept,F21,colt:quartaireeenheid,,Dominant silteus facies op dominant zandig facies op dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F22,skos:Concept,F22,colt:quartaireeenheid,,Dominant silteus facies op dominant zandig facies op dominant silteus facies op dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F23,skos:Concept,F23,colt:quartaireeenheid,,Dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F24,skos:Concept,F24,colt:quartaireeenheid,,Dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F25,skos:Concept,F25,colt:quartaireeenheid,,Dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F26,skos:Concept,F26,colt:quartaireeenheid,,Grindhoudend en grindrijk zand tot grind - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F27,skos:Concept,F27,colt:quartaireeenheid,,Klei tot kleiig zand - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F28,skos:Concept,F28,colt:quartaireeenheid,,Niet gedifferentieerd facies - Eemien en/of        Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F29,skos:Concept,F29,colt:quartaireeenheid,,"Silteus tot kleiig facies, mogelijks met veen - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F30,skos:Concept,F30,colt:quartaireeenheid,,"Fining – up cyclus, mogelijks met veen - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F31,skos:Concept,F31,colt:quartaireeenheid,,Zandig facies - Saalien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F32,skos:Concept,F32,colt:quartaireeenheid,,Niet gedifferentieerd facies - Saalien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F33,skos:Concept,F33,colt:quartaireeenheid,,"Grind (Maas en Rijn, Eisden-Lanklaar) - Saalien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F34,skos:Concept,F34,colt:quartaireeenheid,,"Grind facies (Maas en Rijn, Lanklaar) - Saalien tot en met Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F35,skos:Concept,F35,colt:quartaireeenheid,,Fining-up sequentie (Schelde) - Holsteinien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F36,skos:Concept,F36,colt:quartaireeenheid,,Grindrijk facies - Midden- en/of Laat-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F37,skos:Concept,F37,colt:quartaireeenheid,,Dominant zandig facies - Midden- en/of Laat-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F38,skos:Concept,F38,colt:quartaireeenheid,,Niet gedifferentieerd facies - Midden- en/of Laat-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F39,skos:Concept,F39,colt:quartaireeenheid,,"Grind facies (Maas en Rijn, Zutendaal) - Midden-Pleistoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F40,skos:Concept,F40,colt:quartaireeenheid,,"Grind facies (Maas en Rijn, Mopertingen of Lanaken) - Midden-Pleistoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F41,skos:Concept,F41,colt:quartaireeenheid,,Zandig complex met venige-humeuze en kleiige-silteuze lagen - Vroeg-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F42,skos:Concept,F42,colt:quartaireeenheid,,"Zand- en grindfacies (Maas en Rijn, Lommel) - Vroeg-Pleistoceen, post-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F43,skos:Concept,F43,colt:quartaireeenheid,,"Zand- en grindfacies (Maas en Rijn, Bocholt) - Vroeg-Pleistoceen, post-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F44,skos:Concept,F44,colt:quartaireeenheid,,"Zand- en grindfacies (Maas en Rijn, Winterslag) - Vroeg-Pleistoceen, post-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F45,skos:Concept,F45,colt:quartaireeenheid,,"Grindfacies (Maas en Rijn, Lixhe) - Vroeg-Pleistoceen, pré-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F46,skos:Concept,F46,colt:quartaireeenheid,,Dominant zandig facies met bodemhorizonten en veenlagen (Lid van Beerse) - Vroeg-Pleistoceen – Tertiair (1),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F47,skos:Concept,F47,colt:quartaireeenheid,,Dominant zandig facies - Vroeg-Pleistoceen –Tertiair (2),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F48,skos:Concept,F48,colt:quartaireeenheid,,"Grindfacies (Maas en Rijn, Simpelveld) - Vroeg-Pleistoceen –Tertiair (4)",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F49,skos:Concept,F49,colt:quartaireeenheid,,Zandig facies tot grindfacies (Schelde) - Vroeg- en/of Midden-Pleistoceen – Tertiair (3),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F50,skos:Concept,F50,colt:quartaireeenheid,,Herwerkte Rijn- en Maasafzettingen - Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F51,skos:Concept,F51,colt:quartaireeenheid,,"Zand, soms grind - Pleistoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F52,skos:Concept,F52,colt:quartaireeenheid,,Fijn zand tot klei - Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H01,skos:Concept,H01,colt:quartaireeenheid,,Zandig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H02,skos:Concept,H02,colt:quartaireeenheid,,Grindrijk facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H03,skos:Concept,H03,colt:quartaireeenheid,,Niet gedifferentieerd grofkorrelig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H04,skos:Concept,H04,colt:quartaireeenheid,,Silteus tot kleiig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H05,skos:Concept,H05,colt:quartaireeenheid,,Niet gedifferentieerd facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H06,skos:Concept,H06,colt:quartaireeenheid,,Silteus tot kleiig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H07,skos:Concept,H07,colt:quartaireeenheid,,Niet gedifferentieerd facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H08,skos:Concept,H08,colt:quartaireeenheid,,"Silt met intercalaties van kleiige, venige en/of zandige laagjes - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:HW01,skos:Concept,HW01,colt:quartaireeenheid,,Herwerkte Tertiaire afzettingen - Tertiair en/of Quartair,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:HW02,skos:Concept,HW02,colt:quartaireeenheid,,Herwerkte afzettingen - /,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M01,skos:Concept,M01,colt:quartaireeenheid,,"Klei en/of zand , geulopvulling over gehele sequentie - Laat-Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M02,skos:Concept,M02,colt:quartaireeenheid,,"Niet gedifferentieerd klastisch facies, veen, mogelijks kalkgyttja. - Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M03,skos:Concept,M03,colt:quartaireeenheid,,Klei en/of zand over de gehele sequentie zonder veenlagen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M04,skos:Concept,M04,colt:quartaireeenheid,,Klei en/of zand met aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M05,skos:Concept,M05,colt:quartaireeenheid,,Klei en/of zand over de gehele sequentie met aan het huidige oppervlak een dunne veenlaag - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M06,skos:Concept,M06,colt:quartaireeenheid,,Klei en/of zand over de gehele sequentie met aan het huidige oppervlak een dunne veenlaag en aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M07,skos:Concept,M07,colt:quartaireeenheid,,Klei en/of zand met intercalaties van één of meerdere verlandingsvenen en aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M08,skos:Concept,M08,colt:quartaireeenheid,,Afwisseling van klei en/of zand met een dunne veenlaag aan het oppervlak en aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M09,skos:Concept,M09,colt:quartaireeenheid,,Veen en/of organisch gyttja over de gehele sequentie met aan de top een klei- of zandlaag waarvan de dikte kleiner is dan de dikte van de veenlaag - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M10,skos:Concept,M10,colt:quartaireeenheid,,Klei en/of zand met intercalaties van één of meerdere verlandingsvenen en aan de basis het basisveen. Mogelijks veen aan het oppervlak - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M11,skos:Concept,M11,colt:quartaireeenheid,,Klei en/of zand met intercalaties van één of meerdere verlandingsvenen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M12,skos:Concept,M12,colt:quartaireeenheid,,Dominant zandig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M13,skos:Concept,M13,colt:quartaireeenheid,,Dominant kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M14,skos:Concept,M14,colt:quartaireeenheid,,Dominant kleiig facies - Eemien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ON01,skos:Concept,ON01,colt:quartaireeenheid,,Onbekend - /,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:T01,skos:Concept,T01,colt:quartaireeenheid,,Ondiep Tertiair substraat - Quartair  en Tertiair,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:T02,skos:Concept,T02,colt:quartaireeenheid,,Pré-Quartaire sedimenten - /,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V01,skos:Concept,V01,colt:quartaireeenheid,,Venig complex - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V02,skos:Concept,V02,colt:quartaireeenheid,,Veen op kleiig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V03,skos:Concept,V03,colt:quartaireeenheid,,Veen op zandig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V04,skos:Concept,V04,colt:quartaireeenheid,,"Veen, kalktuf al dan niet met klastisch materiaal - Tardiglaciaal en/of Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V05,skos:Concept,V05,colt:quartaireeenheid,,Venig facies (veen al dan niet met klastische sedimenten) - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V06,skos:Concept,V06,colt:quartaireeenheid,,Venig complex - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
